block_first,block_last,empty_blocks,num_txs,peakTpsAv,finalTpsAv,start_epochtime,trx_per_block
98,138,10,1000,78.39627924984865,78.21370725381254,1701754854.5530167,25.0
303,381,10,2000,82.76634157081862,82.76634157081862,1701755120.7765238,25.641025641025642
692,809,10,3000,83.23935459252749,83.23935459252749,1701755427.4708292,25.641025641025642
1223,1381,10,4000,83.24967775537309,83.05917387948564,1701755784.1233354,25.31645569620253
1936,2127,10,5000,85.83292338635911,85.75506835514379,1701756200.9398322,26.17801047120419
2767,2986,10,5420,78.7913686586518,78.7913686586518,1701756636.287457,24.748858447488583
3736,4008,10,7000,85.0248466563996,84.58299099507917,1701757114.167363,25.735294117647058
5452,5769,10,8000,83.45580513753534,83.15207232032871,1701757902.810607,25.236593059936908
16361,16953,10,8258,52.24704217126253,46.566053627055574,1701762762.8164062,13.949324324324325
21860,21865,10,8330,35.63027558152445,15.138227628631274,1701765651.9832795,1666.0
6878,7224,10,9000,85.80613475403959,85.56628627856327,1701758570.4881823,26.01156069364162
8362,8743,10,10000,86.58484824381188,86.51510940455823,1701759216.8003697,26.246719160104988
18880,19527,10,10068,36.15333369965786,36.1305580403442,1701764115.4447854,15.561051004636786
13965,14539,10,10502,47.91596231340486,47.91596231340486,1701761749.2586532,18.29616724738676
10025,10441,10,11000,87.37041299658372,87.37041299658372,1701759919.0397904,26.442307692307693
24665,25424,10,11941,66.80418160911238,45.702472531108256,1701767294.966117,15.732542819499342
11890,12357,10,12000,85.02037810994241,84.93160040352288,1701760716.5066762,25.69593147751606
30933,31750,10,12613,72.66242137972651,41.227391479527434,1701776480.1926801,15.438188494492044
25922,25928,10,13274,24.54664173792531,24.54664173792531,1701770717.5117714,2212.3333333333335
34344,34350,10,14210,32.29133549374589,6.80242886395922,1701778618.7775083,2368.3333333333335
27591,28336,10,15841,69.99397954364098,59.7725433489832,1701775135.9918427,21.263087248322147
