block_first,block_last,empty_blocks,num_txs,peakTpsAv,finalTpsAv,start_epochtime,trx_per_block
4107,4109,10,1000,0,69.89967517569565,1701338053.3826554,500.0
4125,4129,10,2000,92.77546772176342,79.28686105179581,1701338142.2080133,500.0
4145,4150,10,3000,101.8048699554657,97.63289925834323,1701338241.5958672,600.0
4166,4173,10,4000,102.92867713628065,98.97352637687764,1701338346.8628576,571.4285714285714
4189,4198,10,5000,103.82851854971372,99.1208378660209,1701338461.7755482,555.5555555555555
4214,4225,10,6000,107.780178936754,99.5591323777733,1701338586.9459321,545.4545454545455
4241,4253,10,7000,104.67482386046284,104.00950583157929,1701338720.2963688,583.3333333333334
4269,4283,10,8000,107.95556250582791,106.24538909794396,1701338862.2744186,571.4285714285714
4299,4315,10,9000,107.72713547752866,104.96838193885982,1701339011.7909224,562.5
4331,4349,10,10000,108.09159984554759,104.64823715988989,1701339171.7858305,555.5555555555555
4365,4384,10,11000,109.20725673578548,109.20725673578548,1701339341.8441901,578.9473684210526
4400,4422,10,12000,108.40537698798678,104.10536567161256,1701339517.0998216,545.4545454545455
4438,4461,10,13000,108.27455557053226,106.37815736933455,1701339705.416041,565.2173913043479
4477,4502,10,14000,108.92525962394978,106.77379509638041,1701339901.2260644,560.0
4518,4545,10,15000,107.82708774174364,106.70557355463075,1701340106.8182185,555.5555555555555
4561,4590,10,16000,108.91489668117575,106.34555012986092,1701340321.891358,551.7241379310345
4606,4637,10,17000,108.47888541129537,105.79564734092712,1701340546.6098738,548.3870967741935
4653,4686,10,18000,106.91096019350255,105.09951973964282,1701340780.9157946,545.4545454545455
4702,4736,10,19000,109.68702603627402,108.22231619599597,1701341026.7138672,558.8235294117648
4752,4788,10,20000,108.9868972668363,107.58496331437782,1701341276.7102222,555.5555555555555
