block_first,block_last,empty_blocks,num_txs,peakTpsAv,finalTpsAv,start_epochtime,trx_per_block
8000,8001,10,1000,0,92.70630310530237,1701402252.5718594,1000.0
8017,8019,10,2000,119.72583469404879,119.72583469404879,1701402336.4952557,1000.0
8035,8037,10,3000,178.54699137613113,178.54699137613113,1701402426.594365,1500.0
8053,8056,10,4000,186.61965384977705,186.36390674925903,1701402516.7677588,1333.3333333333333
8072,8076,10,5000,191.86846522496117,188.32013622951948,1701402611.6465366,1250.0
8092,8097,10,6000,203.89941135710797,188.85016920028272,1701402711.5766635,1200.0
8113,8119,10,7000,203.1784737222481,189.67397587375638,1701402816.4600737,1166.6666666666667
8135,8142,10,8000,205.99862974045044,191.99098907188966,1701402926.488791,1142.857142857143
8158,8166,10,9000,213.52186521800215,193.12875094932738,1701403041.475163,1125.0
8182,8190,10,10000,217.08654443277402,207.3936817567964,1701403160.2107298,1250.0
8206,8216,10,11000,207.5625390690182,192.29272165368053,1701403280.9350111,1100.0
8232,8242,10,12000,215.17503843482277,207.79867331029854,1701403410.6207185,1200.0
8258,8269,10,13000,211.4011433069487,209.91472904284538,1701403541.467826,1181.8181818181818
8285,8297,10,14000,212.05765852168275,209.93265593213138,1701403676.781639,1166.6666666666667
8313,8326,10,15000,219.8069481582868,209.04946881433284,1701403816.536228,1153.8461538461538
8342,8355,10,16000,222.23149480356238,222.23149480356238,1701403961.3390021,1230.7692307692307
8371,8386,10,17000,210.82621121020682,208.5427130514881,1701404106.7468066,1133.3333333333333
8402,8418,10,18000,213.58923199223304,207.66566026800837,1701404261.6364267,1125.0
8434,8451,10,19000,213.31318395874604,207.14320914630918,1701404421.5143385,1117.6470588235295
8467,8484,10,20000,222.15357111648387,218.04656974381874,1701404586.5999005,1176.4705882352941
