block_first,block_last,empty_blocks,num_txs,peakTpsAv,finalTpsAv,start_epochtime,trx_per_block
2881,2882,10,1000,0,74.80370040243692,1701331919.2968206,1000.0
1811,1815,10,2000,75.41351869900902,69.77124665285787,1701326568.8589096,500.0
1831,1836,10,3000,96.87799697522793,96.87799697522793,1701326671.8628278,600.0
1852,1859,10,4000,100.81049324561555,99.2187615644688,1701326777.432614,571.4285714285714
1875,1884,10,5000,100.57620577937901,98.91083037466284,1701326892.1322312,555.5555555555555
1900,1911,10,6000,101.11949241958962,99.40193142927114,1701327017.313962,545.4545454545455
1927,1940,10,7000,99.48150003551638,99.2941402696353,1701327152.227842,538.4615384615385
1956,1971,10,8000,105.76648014492962,99.89589242931599,1701327297.3365564,533.3333333333334
1987,2003,10,9000,107.38831310557477,104.79395681165705,1701327451.6690965,562.5
2019,2037,10,10000,106.41796792864761,104.46934984813896,1701327611.831395,555.5555555555555
2053,2074,10,11000,103.53382443259612,99.23887909962582,1701327781.4588168,523.8095238095239
2090,2111,10,12000,107.31643475358207,106.99448107505182,1701327965.3514652,571.4285714285714
2127,2151,10,13000,107.66481755194275,103.73326997155999,1701328152.0768304,541.6666666666666
2167,2192,10,14000,107.67531983677584,106.10532289657476,1701328350.4103756,560.0
2208,2235,10,15000,107.14803274671097,106.68452228048443,1701328556.9489417,555.5555555555555
2251,2280,10,16000,107.22598617745822,106.27053704426022,1701328772.0804875,551.7241379310345
2296,2327,10,17000,107.30180493764128,105.92198327085141,1701328996.990582,548.3870967741935
2343,2376,10,18000,106.45886032216708,105.39892585441704,1701329231.784897,545.4545454545455
2392,2427,10,19000,108.25672836954901,105.57548292209256,1701329477.1035218,542.8571428571429
2443,2479,10,20000,107.25806914055907,106.77595061408883,1701329730.374839,555.5555555555555
