block_first,block_last,empty_blocks,num_txs,peakTpsAv,finalTpsAv,start_epochtime,trx_per_block
7410,7411,10,1000,0,85.4497271017863,1701399301.6475148,1000.0
7427,7429,10,2000,122.31515023753978,122.31515023753978,1701399386.7343135,1000.0
7445,7448,10,3000,162.73378990997975,138.65751220881418,1701399476.509932,1000.0
7464,7468,10,4000,180.0685346842621,149.86528510799803,1701399571.569653,1000.0
7484,7489,10,5000,182.1437254884284,157.79450149105722,1701399671.3953612,1000.0
7505,7510,10,6000,182.2886089216048,182.2886089216048,1701399775.548361,1200.0
7526,7533,10,7000,186.8739227235079,169.03123761881645,1701399881.8881412,1000.0
7549,7557,10,8000,189.64369109719055,172.06497390302036,1701399996.7095559,1000.0
7573,7581,10,9000,191.81409582459153,188.68124048628093,1701400115.6998062,1125.0
7597,7606,10,10000,193.03871869461278,193.03871869461278,1701400236.4682233,1111.111111111111
7622,7632,10,11000,195.2043872018662,192.99445070822293,1701400361.329056,1100.0
7648,7660,10,12000,185.2166522132126,180.51448014999005,1701400491.7074943,1000.0
7676,7688,10,13000,196.66293842559054,194.91475745254272,1701400631.6123981,1083.3333333333333
7704,7718,10,14000,194.40021929081377,182.9166760838248,1701400771.68522,1000.0
7734,7748,10,15000,196.88705379187257,194.73035269024226,1701400921.2814786,1071.4285714285713
7764,7779,10,16000,198.15181622959088,196.2755170576965,1701401071.688858,1066.6666666666667
7795,7811,10,17000,196.32757093144508,195.49083639646875,1701401226.5555854,1062.5
7827,7844,10,18000,197.501890265914,196.30857482725648,1701401386.558149,1058.8235294117646
7860,7878,10,19000,202.57086975917085,196.53007981602323,1701401551.6359372,1055.5555555555557
7894,7913,10,20000,205.2117432010708,196.5595212222439,1701401721.3882916,1052.6315789473683
